From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology IDs
Q5REB8	Q5REB8	reviewed	ACSS3_PONAB	Acyl-CoA synthetase short-chain family member 3, mitochondrial (EC 6.2.1.1) (Acetate--CoA ligase 3) (Propionate--CoA ligase) (EC 6.2.1.17)	ACSS3	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	686	GO:0003987; GO:0005524; GO:0005759; GO:0006629; GO:0047760; GO:0050218
Q6DF67	Q6DF67	reviewed	ISOC2_XENTR	Isochorismatase domain-containing protein 2	isoc2	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	205	
P56201	P56201	reviewed	G6PE_RABIT	GDH/6PGL endoplasmic bifunctional protein [Includes: Hexose-6-phosphate dehydrogenase (Glucose 1-dehydrogenase) (EC 1.1.1.47) (Glucose-6-phosphate dehydrogenase) (EC 1.1.1.363); 6-phosphogluconolactonase (6PGL) (EC 3.1.1.31)]	H6PD	Oryctolagus cuniculus (Rabbit)	797	GO:0004345; GO:0005788; GO:0006006; GO:0009051; GO:0017057; GO:0047934; GO:0047935; GO:0047936; GO:0050661
Q6GQ34	Q6GQ34	reviewed	F124A_XENLA	Protein FAM124A	fam124a	Xenopus laevis (African clawed frog)	520	
P54145	P54145	reviewed	AMT1_CAEEL	Putative ammonium transporter 1	amt-1 C05E11.4	Caenorhabditis elegans	534	GO:0008519; GO:0016020; GO:0072488; GO:0097272
C7G0B5	C7G0B5	reviewed	PIF_PINFU	Protein PIF [Cleaved into: Protein Pif97; Protein Pif80 (Aragonite-binding protein)]		Pinctada fucata (Akoya pearl oyster) (Pinctada imbricata fucata)	1007	GO:0005576; GO:0008061
Q20758	Q20758	reviewed	ARL1_CAEEL	ADP-ribosylation factor-like protein 1	arl-1 F54C9.10	Caenorhabditis elegans	180	GO:0003924; GO:0005525; GO:0005794; GO:0006886; GO:0016192; GO:0110039
H2A0M0	H2A0M0	reviewed	NRP_PINMG	Asparagine-rich protein (Prism uncharacterized shell protein 1) (PUSP1)		Margaritifera margaritifera (Freshwater pearl mussel)	686	GO:0005576
Q91VP7	Q91VP7	reviewed	TM101_MOUSE	Transmembrane protein 101	Tmem101	Mus musculus (Mouse)	257	GO:0016020
P04352	P04352	reviewed	CALM_CHLRE	Calmodulin (CaM)		Chlamydomonas reinhardtii (Chlamydomonas smithii)	163	GO:0005509; GO:0005737; GO:0005856; GO:0031514
O97341	O97341	reviewed	CALM_SUBDO	Calmodulin (CaM)		Suberites domuncula (Sponge)	149	GO:0005509
Q58D34	Q58D34	reviewed	PI16_BOVIN	Peptidase inhibitor 16 (PI-16) (CD antigen CD364)	PI16	Bos taurus (Bovine)	464	GO:0005615; GO:0010466; GO:0030414; GO:0061052
Q921J2	Q921J2	reviewed	RHEB_MOUSE	GTP-binding protein Rheb (Ras homolog enriched in brain)	Rheb	Mus musculus (Mouse)	184	GO:0000139; GO:0000287; GO:0003924; GO:0005525; GO:0005681; GO:0005789; GO:0005829; GO:0005886; GO:0007264; GO:0014069; GO:0019003; GO:0019901; GO:0030425; GO:0032006; GO:0032008; GO:0043025; GO:0045202; GO:0048709; GO:0048714; GO:0098978; GO:0099175; GO:0120163; GO:2000074
Q9Y2C3	Q9Y2C3	reviewed	B3GT5_HUMAN	Beta-1,3-galactosyltransferase 5 (Beta-1,3-GalTase 5) (Beta3Gal-T5) (Beta3GalT5) (b3Gal-T5) (EC 2.4.1.-) (Beta-3-Gx-T5) (UDP-Gal:beta-GlcNAc beta-1,3-galactosyltransferase 5) (UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase 5)	B3GALT5	Homo sapiens (Human)	310	GO:0000139; GO:0005783; GO:0005794; GO:0006486; GO:0006493; GO:0006629; GO:0008499; GO:0009312; GO:0009617; GO:0016020
Q24157	Q24157	reviewed	BRN_DROME	Beta-1,3-galactosyltransferase brn (EC 2.4.1.62) (Brainiac protein) (Neurogenic secreted-signaling protein brn)	brn CG4934	Drosophila melanogaster (Fruit fly)	325	GO:0000139; GO:0001744; GO:0005795; GO:0006493; GO:0006688; GO:0007219; GO:0007293; GO:0007298; GO:0007299; GO:0008194; GO:0016020; GO:0016333; GO:0030707; GO:0042248; GO:0046981; GO:0047915
Q9MYM7	Q9MYM7	reviewed	B3GT1_PONPY	Beta-1,3-galactosyltransferase 1 (Beta-1,3-GalTase 1) (Beta3Gal-T1) (Beta3GalT1) (EC 2.4.1.86) (UDP-galactose:beta-N-acetyl-glucosamine-beta-1,3-galactosyltransferase 1)	B3GALT1	Pongo pygmaeus (Bornean orangutan)	326	GO:0000139; GO:0006486; GO:0006629; GO:0047275
P20483	P20483	reviewed	MPIP_DROME	M-phase inducer phosphatase (EC 3.1.3.48) (Cdc25-like protein) (Protein string)	stg cdc25 CG1395	Drosophila melanogaster (Fruit fly)	479	GO:0000086; GO:0004725; GO:0005634; GO:0005694; GO:0005737; GO:0006470; GO:0007030; GO:0007099; GO:0007346; GO:0007369; GO:0007488; GO:0008284; GO:0010971; GO:0045792; GO:0045931; GO:0045977; GO:0051301; GO:0110032
P10394	P10394	reviewed	POL4_DROME	Retrovirus-related Pol polyprotein from transposon 412 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]	POL ORF3	Drosophila melanogaster (Fruit fly)	1237	GO:0003676; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575
P70585	P70585	reviewed	GPR19_RAT	Probable G-protein coupled receptor 19	Gpr19	Rattus norvegicus (Rat)	415	GO:0004930; GO:0005886; GO:0005929; GO:0007186; GO:0043005
Q6DJN2	Q6DJN2	reviewed	TRF6B_XENLA	TNF receptor-associated factor 6-B (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRAF6) (RING-type E3 ubiquitin transferase TRAF6-B)	traf6-b	Xenopus laevis (African clawed frog)	556	GO:0004842; GO:0005164; GO:0005634; GO:0005811; GO:0005938; GO:0007250; GO:0008270; GO:0042981; GO:0043122; GO:0070534
Q66KB0	Q66KB0	reviewed	UBE2Z_XENTR	Ubiquitin-conjugating enzyme E2 Z (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme Z) (Ubiquitin carrier protein Z) (Ubiquitin-protein ligase Z)	ube2z	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	313	GO:0005524; GO:0005634; GO:0005737; GO:0006915; GO:0016567; GO:0061631
P46063	P46063	reviewed	RECQ1_HUMAN	ATP-dependent DNA helicase Q1 (EC 3.6.4.12) (DNA helicase, RecQ-like type 1) (RecQ1) (DNA-dependent ATPase Q1) (RecQ protein-like 1)	RECQL RECQ1 RECQL1	Homo sapiens (Human)	649	GO:0000724; GO:0003678; GO:0005524; GO:0005634; GO:0005654; GO:0005694; GO:0005737; GO:0006268; GO:0006281; GO:0009378; GO:0016020; GO:0016887; GO:0043138; GO:1990814
Q6XVN8	Q6XVN8	reviewed	MLP3A_RAT	Microtubule-associated proteins 1A/1B light chain 3A (Autophagy-related protein LC3 A) (Autophagy-related ubiquitin-like modifier LC3 A) (MAP1 light chain 3-like protein 1) (MAP1A/MAP1B light chain 3 A) (MAP1A/MAP1B LC3 A) (Microtubule-associated protein 1 light chain 3 alpha)	Map1lc3a	Rattus norvegicus (Rat)	121	GO:0000045; GO:0000421; GO:0000422; GO:0005543; GO:0005737; GO:0005770; GO:0005776; GO:0005829; GO:0005874; GO:0006914; GO:0006995; GO:0008017; GO:0009267; GO:0010040; GO:0010288; GO:0016236; GO:0031090; GO:0031625; GO:0031667; GO:0034198; GO:0043278; GO:0044754; GO:0045202; GO:0070301; GO:0071280; GO:0097352; GO:0098978
Q2HJ23	Q2HJ23	reviewed	MLP3A_BOVIN	Microtubule-associated proteins 1A/1B light chain 3A (Autophagy-related protein LC3 A) (Autophagy-related ubiquitin-like modifier LC3 A) (MAP1 light chain 3-like protein 1) (MAP1A/MAP1B light chain 3 A) (MAP1A/MAP1B LC3 A) (Microtubule-associated protein 1 light chain 3 alpha)	MAP1LC3A	Bos taurus (Bovine)	121	GO:0000045; GO:0000421; GO:0000422; GO:0005543; GO:0005776; GO:0005829; GO:0005874; GO:0006995; GO:0008017; GO:0012505; GO:0016236; GO:0031090; GO:0031410; GO:0031625
P62332	P62332	reviewed	ARF6_RAT	ADP-ribosylation factor 6 (EC 3.6.5.2)	Arf6	Rattus norvegicus (Rat)	175	GO:0001726; GO:0001889; GO:0003925; GO:0005525; GO:0005737; GO:0005768; GO:0005769; GO:0005794; GO:0005829; GO:0005886; GO:0005938; GO:0006886; GO:0007399; GO:0010975; GO:0016020; GO:0016192; GO:0019003; GO:0030036; GO:0030139; GO:0030154; GO:0030838; GO:0030866; GO:0031527; GO:0031901; GO:0031996; GO:0032154; GO:0032456; GO:0033028; GO:0034394; GO:0035020; GO:0036010; GO:0048488; GO:0050714; GO:0051489; GO:0051549; GO:0055037; GO:0055038; GO:0060998; GO:0090162; GO:0090543; GO:0097178; GO:0097284; GO:0098793; GO:0098794; GO:0098978; GO:0099562; GO:0120183; GO:1902217; GO:1903078; GO:1905606; GO:1990090; GO:2000009; GO:2000171
Q9I8C7	Q9I8C7	reviewed	ACH10_CHICK	Neuronal acetylcholine receptor subunit alpha-10 (Alpha 10 nAChR) (Nicotinic acetylcholine receptor subunit alpha-10) (NACHR alpha-10)	CHRNA10	Gallus gallus (Chicken)	452	GO:0004888; GO:0005262; GO:0005892; GO:0007165; GO:0007268; GO:0010996; GO:0022848; GO:0034220; GO:0042391; GO:0045202; GO:0045211; GO:0050877; GO:0051899
Q28J76	Q28J76	reviewed	F199X_XENTR	Protein FAM199X	fam199x TNeu080p02.1	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	376	
Q9DBC0	Q9DBC0	reviewed	SELO_MOUSE	Protein adenylyltransferase SelO, mitochondrial (EC 2.7.7.-) (EC 2.7.7.108) (Selenoprotein O) (SelO)	Selenoo Selo	Mus musculus (Mouse)	667	GO:0005524; GO:0005694; GO:0005739; GO:0018117; GO:0046872; GO:0070733
Q5T5Y3	Q5T5Y3	reviewed	CAMP1_HUMAN	Calmodulin-regulated spectrin-associated protein 1	CAMSAP1	Homo sapiens (Human)	1602	GO:0000226; GO:0005516; GO:0005737; GO:0005815; GO:0005874; GO:0007010; GO:0008017; GO:0022604; GO:0030507; GO:0031113; GO:0031175; GO:0051011
F1Q8K0	F1Q8K0	reviewed	RAD54_DANRE	DNA repair and recombination protein RAD54-like (EC 3.6.4.12)	rad54l	Danio rerio (Zebrafish) (Brachydanio rerio)	738	GO:0003677; GO:0004386; GO:0005524; GO:0005634; GO:0007131; GO:0008094; GO:0015616; GO:0016787; GO:0045003; GO:0140658
O08585	O08585	reviewed	CLCA_MOUSE	Clathrin light chain A (Lca)	Clta	Mus musculus (Mouse)	235	GO:0005198; GO:0005819; GO:0005886; GO:0005905; GO:0006886; GO:0007049; GO:0030118; GO:0030125; GO:0030130; GO:0030132; GO:0030136; GO:0030672; GO:0031410; GO:0032050; GO:0042277; GO:0044877; GO:0048268; GO:0051020; GO:0051301; GO:0071439; GO:0072583; GO:0098835; GO:0098843; GO:0098978; GO:0099631
Q5PQJ7	Q5PQJ7	reviewed	TBCEL_RAT	Tubulin-specific chaperone cofactor E-like protein (Leucine-rich repeat-containing protein 35)	Tbcel Lrrc35	Rattus norvegicus (Rat)	424	GO:0000226; GO:0005737; GO:0005856; GO:0007021; GO:0007023; GO:0043014
Q8VIK1	Q8VIK1	reviewed	SNR25_MOUSE	U11/U12 small nuclear ribonucleoprotein 25 kDa protein (U11/U12 snRNP 25 kDa protein)	Snrnp25	Mus musculus (Mouse)	123	GO:0000398; GO:0005634; GO:0005654; GO:0005689; GO:0005829; GO:0045171
Q9Y2Y1	Q9Y2Y1	reviewed	RPC10_HUMAN	DNA-directed RNA polymerase III subunit RPC10 (RNA polymerase III subunit C10) (DNA-directed RNA polymerase III subunit K) (RNA polymerase III 12.5 kDa subunit) (RPC12.5) (RNA polymerase III subunit C11) (HsC11p) (RPC11) (hRPC11)	POLR3K RPC11 My010	Homo sapiens (Human)	108	GO:0003676; GO:0003899; GO:0005654; GO:0005666; GO:0005730; GO:0005829; GO:0006383; GO:0006386; GO:0008270; GO:0042779; GO:0045087; GO:0051607
Q96EQ9	Q96EQ9	reviewed	PRDM9_MOUSE	Histone-lysine N-methyltransferase PRDM9 (Hybrid sterility protein 1) (Meiosis-induced factor containing a PR/SET domain and zinc-finger motif) (PR domain zinc finger protein 9) (PR domain-containing protein 9) (Protein-lysine N-methyltransferase PRDM9) (EC 2.1.1.-) ([histone H3]-lysine36 N-trimethyltransferase PRDM9) (EC 2.1.1.359) ([histone H3]-lysine4 N-trimethyltransferase PRDM9) (EC 2.1.1.354) ([histone H3]-lysine9 N-trimethyltransferase PRDM9) (EC 2.1.1.355) ([histone H4]-N-methyl-L-lysine20 N-methyltransferase PRDM9) (EC 2.1.1.362) ([histone H4]-lysine20 N-methyltransferase PRDM9) (EC 2.1.1.361)	Prdm9 Hst1 Meisetz	Mus musculus (Mouse)	843	GO:0000785; GO:0000976; GO:0005634; GO:0005654; GO:0006311; GO:0007127; GO:0007129; GO:0007283; GO:0007292; GO:0010844; GO:0010845; GO:0016571; GO:0042800; GO:0042803; GO:0043066; GO:0043565; GO:0045944; GO:0046872; GO:0046975; GO:0048232; GO:0060903; GO:0140941; GO:0140944; GO:0140949; GO:0140955; GO:0140999; GO:1905516; GO:1990918
Q7ZVG6	Q7ZVG6	reviewed	SIAH1_DANRE	E3 ubiquitin-protein ligase Siah1 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SIAH1) (Seven in absentia homolog 1) (Siah-1)	siah1 zgc:56026	Danio rerio (Zebrafish) (Brachydanio rerio)	282	GO:0004842; GO:0005634; GO:0005737; GO:0005829; GO:0006511; GO:0008270; GO:0016567; GO:0031624; GO:0043161; GO:0051402; GO:0061630
Q920M9	Q920M9	reviewed	SIAH1_RAT	E3 ubiquitin-protein ligase SIAH1 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SIAH1) (Seven in absentia homolog 1) (Siah-1) (Siah-1a)	Siah1 Siah1a	Rattus norvegicus (Rat)	282	GO:0004842; GO:0005634; GO:0005737; GO:0005769; GO:0005829; GO:0005886; GO:0006511; GO:0007141; GO:0007283; GO:0008270; GO:0009791; GO:0016567; GO:0019005; GO:0030154; GO:0030163; GO:0030877; GO:0031624; GO:0031648; GO:0040014; GO:0042802; GO:0042803; GO:0043065; GO:0043161; GO:0051402; GO:0060070; GO:0061630; GO:0097718; GO:2001244
Q0V9M0	Q0V9M0	reviewed	CRAC1_XENTR	Cartilage acidic protein 1 (ASPIC)	crtac1	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	647	GO:0005509; GO:0005576
Q9Z129	Q9Z129	reviewed	RECQ1_MOUSE	ATP-dependent DNA helicase Q1 (EC 3.6.4.12) (DNA-dependent ATPase Q1) (RecQ protein-like 1)	Recql Recql1	Mus musculus (Mouse)	648	GO:0000724; GO:0003678; GO:0005524; GO:0005654; GO:0005694; GO:0005737; GO:0006268; GO:0009378; GO:0016887; GO:0043138; GO:1990814
P35555	P35555	reviewed	FBN1_HUMAN	Fibrillin-1 [Cleaved into: Asprosin]	FBN1 FBN	Homo sapiens (Human)	2871	GO:0001501; GO:0001527; GO:0001656; GO:0005178; GO:0005179; GO:0005201; GO:0005509; GO:0005576; GO:0005604; GO:0005615; GO:0005788; GO:0006006; GO:0007507; GO:0008201; GO:0010737; GO:0030023; GO:0031012; GO:0032100; GO:0033627; GO:0034199; GO:0035582; GO:0035583; GO:0042593; GO:0042802; GO:0043010; GO:0044877; GO:0045671; GO:0048048; GO:0048050; GO:0062023; GO:0071560; GO:1990314; GO:2001205
B3EWY9	B3EWY9	reviewed	MLP_ACRMI	Mucin-like protein		Acropora millepora (Staghorn coral) (Heteropora millepora)	1594	GO:0005509; GO:0007160; GO:0016020
P35556	P35556	reviewed	FBN2_HUMAN	Fibrillin-2 [Cleaved into: Placensin]	FBN2	Homo sapiens (Human)	2912	GO:0001527; GO:0001890; GO:0005179; GO:0005201; GO:0005509; GO:0005576; GO:0005615; GO:0030023; GO:0030326; GO:0030501; GO:0035583; GO:0042593; GO:0043010; GO:0045669; GO:0048048; GO:0060346; GO:0062023; GO:1901163
Q61555	Q61555	reviewed	FBN2_MOUSE	Fibrillin-2 [Cleaved into: Placensin]	Fbn2 Fbn-2	Mus musculus (Mouse)	2907	GO:0001527; GO:0001890; GO:0005179; GO:0005201; GO:0005509; GO:0005576; GO:0005615; GO:0030326; GO:0030501; GO:0035108; GO:0035583; GO:0042593; GO:0043010; GO:0045669; GO:0048048; GO:0060346; GO:0062023; GO:1901163
P0CT40	P0CT40	reviewed	TF29_SCHPO	Transposon Tf2-9 polyprotein (Retrotransposable element Tf2 155 kDa protein)	Tf2-9 SPBC9B6.02c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1333	GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0005634; GO:0005737; GO:0006310; GO:0006508; GO:0015074; GO:0046872
P10079	P10079	reviewed	FBP1_STRPU	Fibropellin-1 (Epidermal growth factor-related protein 1) (Fibropellin-I) (SpEGF I) (UEGF-1)	EGF1	Strongylocentrotus purpuratus (Purple sea urchin)	1064	GO:0005509; GO:0005615; GO:0009374; GO:0031410; GO:0032579
Q8BMG8	Q8BMG8	reviewed	MFTC_MOUSE	Mitochondrial folate transporter/carrier (Solute carrier family 25 member 32)	Slc25a32 Mftc	Mus musculus (Mouse)	316	GO:0005739; GO:0005743; GO:0008517; GO:0015230; GO:1904947; GO:1990548
Q7T3T2	Q7T3T2	reviewed	CALM_EPIAK	Calmodulin (CaM)	calm cal1	Epinephelus akaara (Hong Kong grouper) (Serranus akaara)	149	GO:0005509
Q7ZWG6	Q7ZWG6	reviewed	PCFT_DANRE	Proton-coupled folate transporter (Solute carrier family 46 member 1)	slc46a1 pcft zgc:56400	Danio rerio (Zebrafish) (Brachydanio rerio)	481	GO:0005542; GO:0005768; GO:0005886; GO:0010008; GO:0015293; GO:0015350; GO:0016323; GO:0016324; GO:0022857; GO:0055085
Q2NKV8	Q2NKV8	reviewed	GOT1A_BOVIN	Vesicle transport protein GOT1A (Golgi transport 1 homolog A)	GOLT1A	Bos taurus (Bovine)	132	GO:0000139; GO:0005783; GO:0005829; GO:0006888; GO:0015031; GO:0016020; GO:0042147
P10181	P10181	reviewed	ROUGH_DROME	Homeobox protein rough	ro CG6348	Drosophila melanogaster (Fruit fly)	350	GO:0000977; GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0007463; GO:0007601; GO:0042067; GO:0045944; GO:0048054; GO:0050896
Q7SXT7	Q7SXT7	reviewed	ZC21A_DANRE	Zinc finger C2HC domain-containing protein 1A	zc2hc1a fam164a zgc:63810	Danio rerio (Zebrafish) (Brachydanio rerio)	327	GO:0046872
Q9Z2D0	Q9Z2D0	reviewed	MTMR9_MOUSE	Myotubularin-related protein 9 (Inactive phosphatidylinositol 3-phosphatase 9)	Mtmr9 Mtmr3	Mus musculus (Mouse)	545	GO:0005737; GO:0005783; GO:0005829; GO:0006897; GO:0010507; GO:0010922; GO:0019903; GO:0030234; GO:0032587; GO:0032991; GO:0048471; GO:0050821; GO:0060304
Q9P2K5	Q9P2K5	reviewed	MYEF2_HUMAN	Myelin expression factor 2 (MEF-2) (MyEF-2) (MST156)	MYEF2 KIAA1341	Homo sapiens (Human)	600	GO:0003677; GO:0003723; GO:0003729; GO:0005634; GO:0014902; GO:0030182
Q5UPG5	Q5UPG5	reviewed	YL093_MIMIV	Putative ankyrin repeat protein L93	MIMI_L93	Acanthamoeba polyphaga mimivirus (APMV)	421	
Q3SXM5	Q3SXM5	reviewed	HSDL1_HUMAN	Inactive hydroxysteroid dehydrogenase-like protein 1 (Short chain dehydrogenase/reductase family 12C member 3)	HSDL1 SDR12C3	Homo sapiens (Human)	330	GO:0005739; GO:0043231; GO:0045111
O70511	O70511	reviewed	ANK3_RAT	Ankyrin-3 (ANK-3) (Ankyrin-G)	Ank3	Rattus norvegicus (Rat)	2622	GO:0000281; GO:0005200; GO:0005634; GO:0005737; GO:0005764; GO:0005856; GO:0005886; GO:0006357; GO:0007009; GO:0007165; GO:0007409; GO:0007411; GO:0007528; GO:0008089; GO:0008092; GO:0009925; GO:0009986; GO:0010628; GO:0010650; GO:0010765; GO:0010960; GO:0014704; GO:0014731; GO:0016020; GO:0016323; GO:0016328; GO:0016529; GO:0019228; GO:0030018; GO:0030315; GO:0030424; GO:0030425; GO:0030507; GO:0030674; GO:0030951; GO:0031594; GO:0032507; GO:0033268; GO:0033270; GO:0034112; GO:0035902; GO:0042383; GO:0043001; GO:0043005; GO:0043034; GO:0043194; GO:0043266; GO:0044325; GO:0045162; GO:0045184; GO:0045202; GO:0045211; GO:0045296; GO:0045806; GO:0045838; GO:0050808; GO:0061564; GO:0061629; GO:0071286; GO:0071709; GO:0072659; GO:0072660; GO:0090314; GO:0099612; GO:0140031; GO:1900827; GO:1901224; GO:1902260; GO:1903533; GO:1904115; GO:2000651; GO:2001259
G5E8K5	G5E8K5	reviewed	ANK3_MOUSE	Ankyrin-3 (ANK-3) (Ankyrin-G)	Ank3	Mus musculus (Mouse)	1961	GO:0000281; GO:0005200; GO:0005737; GO:0005764; GO:0005886; GO:0005923; GO:0007009; GO:0007165; GO:0007409; GO:0007411; GO:0007528; GO:0008089; GO:0008092; GO:0009925; GO:0009986; GO:0010628; GO:0010650; GO:0010765; GO:0010960; GO:0014069; GO:0014704; GO:0014731; GO:0016020; GO:0016323; GO:0016328; GO:0016529; GO:0019228; GO:0030018; GO:0030315; GO:0030424; GO:0030425; GO:0030507; GO:0030674; GO:0030951; GO:0031594; GO:0032507; GO:0033268; GO:0033270; GO:0034112; GO:0042383; GO:0043001; GO:0043005; GO:0043034; GO:0043194; GO:0043266; GO:0044325; GO:0045162; GO:0045184; GO:0045202; GO:0045211; GO:0045296; GO:0045760; GO:0045806; GO:0045838; GO:0050808; GO:0061564; GO:0071286; GO:0071709; GO:0072659; GO:0072660; GO:0090314; GO:0099612; GO:0140031; GO:1900827; GO:1901224; GO:1902260; GO:1903533; GO:1904115; GO:2000651; GO:2001259
Q5EA98	Q5EA98	reviewed	MFAP1_BOVIN	Microfibrillar-associated protein 1 (Spliceosome B complex protein MFAP1)	MFAP1	Bos taurus (Bovine)	439	GO:0000398; GO:0001527; GO:0005634; GO:0005654; GO:0005684; GO:0005813; GO:0071005
Q66IZ5	Q66IZ5	reviewed	TAD3B_XENLA	Transcriptional adapter 3-B (ADA3 homolog B) (Transcriptional adapter 3-like B) (ADA3-like protein B)	tada3-b ada3-b tada3l-b	Xenopus laevis (African clawed frog)	432	GO:0005634
Q7TPN3	Q7TPN3	reviewed	PIGV_MOUSE	GPI mannosyltransferase 2 (EC 2.4.1.-) (GPI mannosyltransferase II) (GPI-MT-II) (Phosphatidylinositol-glycan biosynthesis class V protein) (PIG-V)	Pigv	Mus musculus (Mouse)	493	GO:0000009; GO:0000030; GO:0004376; GO:0005789; GO:0006506; GO:0031501
O76902	O76902	reviewed	PKHF1_DROME	Pleckstrin homology domain-containing family F member 1 homolog (PH domain-containing family F member 1 homolog) (Protein rush hour)	rush EG:80H7.5 CG14782	Drosophila melanogaster (Fruit fly)	316	GO:0005769; GO:0005770; GO:0005938; GO:0006897; GO:0007032; GO:0008333; GO:0010008; GO:0016324; GO:0035091; GO:0046872
Q5ZLY5	Q5ZLY5	reviewed	PKHF2_CHICK	Pleckstrin homology domain-containing family F member 2 (PH domain-containing family F member 2)	PLEKHF2 RCJMB04_4g10	Gallus gallus (Chicken)	249	GO:0005769; GO:0005783; GO:0007032; GO:0008333; GO:0015031; GO:0031901; GO:0035091; GO:0046872
Q8WQI5	Q8WQI5	reviewed	RS8_SPOFR	Small ribosomal subunit protein eS8 (40S ribosomal protein S8)	RpS8	Spodoptera frugiperda (Fall armyworm)	208	GO:0003735; GO:0005730; GO:0005737; GO:0005840; GO:0006412; GO:0016020; GO:0032040; GO:0042274
Q13188	Q13188	reviewed	STK3_HUMAN	Serine/threonine-protein kinase 3 (EC 2.7.11.1) (Mammalian STE20-like protein kinase 2) (MST-2) (STE20-like kinase MST2) (Serine/threonine-protein kinase Krs-1) [Cleaved into: Serine/threonine-protein kinase 3 36kDa subunit (MST2/N); Serine/threonine-protein kinase 3 20kDa subunit (MST2/C)]	STK3 KRS1 MST2	Homo sapiens (Human)	491	GO:0000287; GO:0001841; GO:0003157; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0006468; GO:0006606; GO:0006915; GO:0007165; GO:0007254; GO:0007417; GO:0008625; GO:0032092; GO:0032991; GO:0035265; GO:0035329; GO:0035556; GO:0042802; GO:0043065; GO:0043408; GO:0043491; GO:0043539; GO:0045600; GO:0046330; GO:0046621; GO:0050673; GO:0050680; GO:0050821; GO:0051091; GO:0051262; GO:0051897; GO:0060070; GO:0060215; GO:0060706; GO:0060800; GO:0061912; GO:0090090; GO:0097284; GO:0106310; GO:1902043
Q0VC84	Q0VC84	reviewed	C1GLT_BOVIN	Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1 (EC 2.4.1.122) (Core 1 O-glycan T-synthase) (Core 1 UDP-galactose:N-acetylgalactosamine-alpha-R beta 1,3-galactosyltransferase 1) (Core 1 beta1,3-galactosyltransferase 1) (C1GalT1) (Core 1 beta3-Gal-T1)	C1GALT1	Bos taurus (Bovine)	368	GO:0001525; GO:0001822; GO:0016020; GO:0016263; GO:0016267; GO:0046872; GO:0060576
Q5ZM39	Q5ZM39	reviewed	BCL6_CHICK	B-cell lymphoma 6 protein homolog	BCL6 RCJMB04_3d20	Gallus gallus (Chicken)	708	GO:0000122; GO:0000902; GO:0001817; GO:0001953; GO:0002467; GO:0002682; GO:0002829; GO:0003682; GO:0005634; GO:0006954; GO:0006974; GO:0007266; GO:0007283; GO:0008104; GO:0008285; GO:0030036; GO:0030183; GO:0030308; GO:0030890; GO:0032764; GO:0035024; GO:0042092; GO:0042127; GO:0043065; GO:0043066; GO:0043087; GO:0043380; GO:0043565; GO:0045892; GO:0046872; GO:0048294; GO:0048821; GO:0050727
Q96RT8	Q96RT8	reviewed	GCP5_HUMAN	Gamma-tubulin complex component 5 (GCP-5)	TUBGCP5 GCP5 KIAA1899	Homo sapiens (Human)	1024	GO:0000278; GO:0000922; GO:0000923; GO:0000930; GO:0000931; GO:0005813; GO:0005829; GO:0005874; GO:0007020; GO:0008017; GO:0031122; GO:0043015; GO:0051225; GO:0051321
Q9DBU3	Q9DBU3	reviewed	RIOK3_MOUSE	Serine/threonine-protein kinase RIO3 (EC 2.7.11.1) (RIO kinase 3)	Riok3	Mus musculus (Mouse)	519	GO:0004674; GO:0005524; GO:0005829; GO:0006468; GO:0030490; GO:0030688; GO:0031333; GO:0032728; GO:0039534; GO:0043124; GO:0045087; GO:0045089; GO:0046872; GO:0051607; GO:0071359; GO:0089720; GO:0098586; GO:0106310; GO:1990786
A1E295	A1E295	reviewed	CATB_PIG	Cathepsin B (EC 3.4.22.1) [Cleaved into: Cathepsin B light chain; Cathepsin B heavy chain]	CTSB	Sus scrofa (Pig)	335	GO:0004175; GO:0004197; GO:0005615; GO:0005764; GO:0016324; GO:0042470; GO:0050790; GO:0051603
